,NEAR BAD,NEAR GOOD,TOTAL HITS,GOOD,BAD,SO,LOG SO
urgent,11200,20000,1626000,62617300,38901700,1.10939503026434,0.149773167777051
useable,1450,8700,252000,62617300,38901700,3.72756730168819,1.89823440078109
useful,99150,625600,18456000,62617300,38901700,3.91992957461108,1.97082773513843
useless,28400,72800,1634000,62617300,38901700,1.59252875330341,0.671319420753944
user-friendly,3600,37400,1547000,62617300,38901700,6.454213753849,2.69024135850525
usual,70700,248500,6731000,62617300,38901700,2.18364091105496,1.12673563170018
vague,13400,21900,802000,62617300,38901700,1.01534482471357,0.021969769203331
valuable,32300,165000,7322000,62617300,38901700,3.17362541165403,1.66613185449918
value-packed,10,280,16000,62617300,38901700,17.3953140745449,4.12062682211753
variable,67900,167200,7562000,62617300,38901700,1.52982143554803,0.613363267896081
various,168600,606500,30904000,62617300,38901700,2.23484536227154,1.16017500912572
vast,32400,87300,4330000,62617300,38901700,1.67395383455442,0.743259740804745
vengeful,1650,1700,92000,62617300,38901700,0.640087314431306,-0.643659378048184
venomous,1050,1600,102000,62617300,38901700,0.946683759158906,-0.0790455227188303
verbal,19400,104700,1991000,62617300,38901700,3.3528891450752,1.74540478480361
versatile,3400,45000,1552000,62617300,38901700,8.22257493019454,3.03959025002663
vertical,26100,80500,4382000,62617300,38901700,1.91615049671711,0.938210876492025
vestigial,275,430,31900,62617300,38901700,0.971426630136923,-0.0418230587626317
vicious,22100,14300,817000,62617300,38901700,0.401992552142844,-1.31475932255311
vietnamese-american,105,140,11000,62617300,38901700,0.828348289264043,-0.271690600661226
violent,43000,44000,2653000,62617300,38901700,0.635709152225893,-0.653561236004871
virtual,102500,298000,16196000,62617300,38901700,1.80620334293184,0.852960321016646
visible,28200,96500,5630000,62617300,38901700,2.12594707218032,1.08810567981658
visual,47100,189000,9961000,62617300,38901700,2.49295902342204,1.31785916955558
vital,31500,152400,5155900,62617300,38901700,3.00572093532953,1.58771106916597
vocal,15500,64300,2233000,62617300,38901700,2.57723201611345,1.36582242211364
vulgar,6400,12000,438510,62617300,38901700,1.16486478177756,0.220162495668449
warm,57400,418600,8407000,62617300,38901700,4.53066106993809,2.17972156963995
wary,6050,12900,697000,62617300,38901700,1.32467267745944,0.40563591820859
watchable,1500,3950,52400,62617300,38901700,1.63598787129648,0.710162052628515
watered-down,1500,2800,111400,62617300,38901700,1.15968760496966,0.213736226509016
weak,145700,141600,3958000,62617300,38901700,0.603778917775163,-0.727907711921585
wealthy,57900,28480,1092000,62617300,38901700,0.305587555417616,-1.71034230185027
weary,7400,20000,654000,62617300,38901700,1.67908437012982,0.747674724205705
weekday,1200,6300,678000,62617300,38901700,3.26162138897717,1.70558932283869
weekly,31100,171000,12426000,62617300,38901700,3.41593788096828,1.77228173970259
weird,66400,89400,3334000,62617300,38901700,0.836457120408947,-0.257636510103677
welcome,119200,615300,42985000,62617300,38901700,3.20689619788695,1.68117765679878
well-defined,2800,14700,594800,62617300,38901700,3.26162138897717,1.70558932283869
well-done,8200,133800,910000,62617300,38901700,10.1371647350789,3.34158229608331
well-dressed,1100,5400,126000,62617300,38901700,3.04982779229034,1.6087277835861
well-equipped,1100,23700,479000,62617300,38901700,13.3853553106076,3.74258353032089
well-intentioned,3200,4900,108000,62617300,38901700,0.951306238451674,-0.0720182558248617
well-made,1900,21600,188000,62617300,38901700,7.06275909793552,2.82023188877981
well-produced,420,3950,35900,62617300,38901700,5.84281382605887,2.54666332034564
well-tuned,170,1100,63400,62617300,38901700,4.01992552142844,2.00716877233425
well-written,5930,44800,559900,62617300,38901700,4.69350801336793,2.23066662245889
western,72700,243400,15662000,62617300,38901700,2.07998597256054,1.05657379885406
wet,216700,253900,9566000,62617300,38901700,0.727910581371044,-0.458166858386238
whimsical,1200,5200,378000,62617300,38901700,2.69213194010814,1.42874911747987
whiney,830,920,27000,62617300,38901700,0.688626891074927,-0.538205575229982
white,348100,850800,32468000,62617300,38901700,1.51844022803616,0.60259011929692
white-faced,120,460,30400,62617300,38901700,2.38150133163412,1.25187135539579
whole,290800,762300,24486000,62617300,38901700,1.62856748858145,0.703603506914847
whopping,2300,4400,279000,62617300,38901700,1.18849971937884,0.249141562640215
wicked,48400,67200,1753000,62617300,38901700,0.862577557415449,-0.213273914435904
wide,108500,598800,28827086,62617300,38901700,3.4286748083731,1.77765107878651
wide-eyed,1200,2500,154226,62617300,38901700,1.29429420197507,0.372165589113499
wild,120900,220000,12108534,62617300,38901700,1.13050014663827,0.176961179222829
willing,68300,247400,7345000,62617300,38901700,2.25036639931103,1.17015991674621
winded,1555,3740,162000,62617300,38901700,1.49422311986215,0.579395589816964
wireless,27960,106300,8255948,62617300,38901700,2.36194804583604,1.23997723110296
wise,45200,161000,4167000,62617300,38901700,2.21289946744764,1.14593791064672
wishy-washy,560,1100,29800,62617300,38901700,1.22033453329078,0.287276691526985
wistful,825,2400,85000,62617300,38901700,1.80730535839427,0.853840281422633
witty,4700,22300,474000,62617300,38901700,2.94768619956194,1.5595829483026
wobbly,1600,3600,179000,62617300,38901700,1.39783773813307,0.483196901502242
wonderful,70400,518900,9594000,62617300,38901700,4.57915405503315,2.19508110196138
wondrous,1400,5400,353000,62617300,38901700,2.39629326537098,1.26080448016579
wooden,12980,68800,3254000,62617300,38901700,3.29297162758279,1.71939008165025
woodland,2900,19000,1107000,62617300,38901700,4.07033211103883,2.02514651326331
workaholic,655,1300,37000,62617300,38901700,1.23303752982052,0.302216711550934
worthless,16200,21600,575000,62617300,38901700,0.828348289264043,-0.271690600661226
worthy,25000,86200,2147600,62617300,38901700,2.14210867603681,1.09903167448694
wrap-around,930,5800,265000,62617300,38901700,3.87453232075117,1.95402217896683
wrecked,4250,6000,241000,62617300,38901700,0.877074659220751,-0.189228440469253
wrong,12667400,786800,12774000,62617300,38901700,0.0385878969239711,-4.69570777196543
x-rated,6600,4000,465000,62617300,38901700,0.376521949665474,-1.40919412441116
yellow,53800,187300,10214000,62617300,38901700,2.16286665305514,1.11294472174635
young,490000,104300,27364000,62617300,38901700,0.13223988760751,-2.91877069131024
youthful,3440,16600,553000,62617300,38901700,2.9979465701562,1.58397467159212
